pressure1,pressure2,temperature
8223,18976,2102
8218,18976,2102
8228,18979,2102
8198,18979,2102
8203,18979,2102
8193,18976,2102
8233,18976,2102
8203,18979,2102
8218,18973,2102
8203,18979,2102
8213,18976,2102
8193,18979,2102
8213,18979,2102
8208,18976,2102
8218,18976,2102
8193,18976,2102
8218,18976,2102
8188,18976,2102
8208,18976,2102
8203,18976,2102
8213,18976,2102
8188,18979,2102
8203,18976,2102
8183,18976,2102
8218,18976,2102
8193,18979,2102
8208,18979,2102
8193,18976,2102
8203,18973,2102
8188,18976,2102
8213,18976,2102
8198,18976,2102
8213,18979,2102
8193,18979,2102
8203,18979,2102
8183,18979,2102
8203,18979,2102
8183,18976,2102
8208,18979,2102
8193,18976,2102
8208,18979,2102
8168,18979,2102
8193,18976,2102
8188,18976,2102
8198,18976,2102
8183,18976,2102
8188,18976,2102
8173,18976,2102
8208,18976,2102
8183,18976,2102
8198,18976,2102
8178,18976,2102
8188,18979,2102
8178,18979,2102
8193,18976,2102
8183,18976,2102
8183,18976,2102
8173,18976,2102
8188,18979,2102
8173,18976,2102
8213,18979,2102
8178,18976,2102
8178,18979,2102
8168,18979,2102
8183,18976,2102
8153,18979,2102
8178,18976,2102
8173,18976,2102
8183,18979,2102
8163,18976,2102
8178,18979,2102
8158,18976,2102
8193,18979,2102
8163,18976,2102
8183,18979,2102
8168,18979,2102
8188,18976,2102
8168,18979,2102
8183,18976,2102
8163,18979,2102
8178,18979,2102
8173,18979,2102
8188,18979,2102
8163,18979,2102
8173,18976,2102
8153,18979,2102
8168,18976,2102
8163,18979,2102
8183,18979,2102
8168,18979,2102
8173,18976,2102
8148,18979,2102
8178,18979,2102
8158,18979,2102
8168,18979,2102
8148,18976,2102
8178,18979,2102
8163,18979,2102
8163,18976,2102
8143,18979,2102
8158,18976,2102
8143,18979,2102
8168,18979,2102
8158,18979,2102
8158,18976,2102
8138,18979,2102
8173,18979,2102
8148,18979,2102
8158,18976,2102
8153,18976,2102
8168,18979,2102
8148,18979,2102
8163,18979,2102
8153,18979,2102
8163,18976,2102
8138,18976,2102
8168,18979,2102
8143,18976,2102
8158,18979,2102
8138,18979,2102
8143,18976,2102
8123,18976,2102
8153,18976,2102
8143,18979,2102
8163,18979,2102
8148,18979,2102
8158,18979,2102
8133,18979,2102
8143,18976,2102
8138,18976,2102
8173,18976,2102
8158,18976,2102
8158,18979,2102
8148,18979,2102
8168,18976,2102
8138,18979,2102
8158,18979,2102
8138,18976,2102
8148,18979,2102
8113,18979,2102
8143,18979,2102
8143,18976,2102
8158,18979,2102
8148,18976,2102
8173,18979,2102
8163,18976,2102
8168,18976,2102
8138,18976,2102
8148,18979,2102
8118,18979,2102
8143,18976,2102
8123,18979,2102
8143,18979,2102
8123,18979,2102
8138,18979,2102
8118,18976,2102
8143,18979,2102
8133,18979,2102
8158,18976,2102
8123,18979,2102
8133,18976,2102
8123,18976,2102
8138,18976,2102
8133,18979,2102
8148,18979,2102
8128,18979,2102
8143,18979,2102
8128,18979,2102
8143,18976,2102
8108,18976,2102
8128,18979,2102
8128,18979,2102
8138,18979,2102
8113,18979,2102
8123,18979,2102
8102,18976,2102
8118,18979,2102
8123,18979,2102
8153,18979,2102
8118,18979,2102
8123,18976,2102
8092,18979,2102
8113,18979,2102
8092,18979,2102
8123,18979,2102
8113,18979,2102
8138,18979,2102
8118,18979,2102
8128,18979,2102
8097,18976,2102
8113,18979,2102
8102,18979,2102
8133,18979,2102
8118,18976,2102
8128,18979,2102
8113,18976,2102
8123,18979,2102
8092,18976,2102
8113,18976,2102
8113,18979,2102
8133,18979,2102
8113,18979,2102
8133,18976,2102
8092,18979,2102
8118,18979,2102
8108,18979,2102
8133,18976,2102
8108,18979,2102
8123,18979,2102
8087,18979,2102
8108,18976,2102
8097,18976,2102
8128,18979,2102
8118,18979,2102
8128,18976,2102
8092,18976,2102
8108,18976,2102
8087,18976,2102
8113,18979,2102
8097,18979,2102
8113,18973,2102
8092,18976,2102
8097,18976,2102
8082,18979,2102
8097,18979,2102
8092,18979,2102
8123,18976,2102
8102,18979,2102
8113,18979,2102
8097,18979,2102
8108,18979,2102
8092,18979,2102
8118,18979,2102
8102,18979,2102
8097,18979,2102
8077,18979,2102
8087,18976,2102
8072,18976,2102
8102,18976,2102
8087,18979,2102
8108,18979,2102
8082,18979,2102
8102,18979,2102
8087,18976,2102
8108,18979,2102
8077,18979,2102
8092,18976,2102
8087,18976,2102
8123,18979,2102
8082,18976,2102
8097,18976,2102
8077,18979,2102
8082,18979,2102
8077,18979,2102
8092,18979,2102
8072,18979,2102
8092,18976,2102
8067,18979,2102
8067,18979,2102
8047,18979,2102
8077,18979,2102
8052,18979,2102
8082,18979,2102
8062,18976,2102
8067,18976,2102
8067,18979,2102
8082,18979,2102
8077,18979,2102
8087,18979,2102
8072,18979,2102
8077,18979,2102
8057,18976,2102
8062,18979,2102
8052,18979,2102
8087,18979,2102
8062,18979,2102
8062,18979,2102
8037,18979,2102
8052,18979,2102
8042,18979,2102
8077,18979,2102
8067,18979,2102
8077,18979,2102
8067,18979,2102
8087,18979,2102
8052,18979,2102
8062,18979,2102
8067,18979,2102
8072,18976,2102
8042,18979,2102
8062,18979,2102
8037,18976,2102
8057,18979,2102
8037,18979,2102
8062,18979,2102
8057,18979,2102
8052,18979,2102
8032,18973,2102
8057,18976,2102
8042,18976,2102
8047,18979,2102
8042,18979,2102
8082,18976,2102
8042,18979,2102
8057,18979,2102
8042,18979,2102
8057,18979,2102
8037,18979,2102
8062,18979,2102
8047,18976,2102
8042,18976,2102
8032,18979,2102
8057,18979,2102
8022,18979,2102
8047,18976,2102
8042,18979,2102
8057,18979,2102
8022,18976,2102
8042,18976,2102
8027,18976,2102
8047,18979,2102
8037,18979,2102
8057,18979,2102
8032,18979,2102
8062,18976,2102
8032,18976,2102
8047,18979,2102
8027,18979,2102
8047,18979,2102
8022,18976,2102
8032,18979,2102
8007,18979,2102
8027,18976,2102
8017,18979,2102
8047,18976,2102
8022,18976,2102
8037,18976,2102
8017,18979,2102
8042,18979,2102
8032,18976,2102
8037,18976,2102
8017,18979,2102
8027,18976,2102
8012,18976,2102
8032,18979,2102
8027,18979,2102
8037,18979,2102
8012,18979,2102
8032,18979,2102
8012,18979,2102
8027,18979,2102
8027,18976,2102
8037,18976,2102
8017,18976,2102
8022,18979,2102
8012,18976,2102
8037,18979,2102
8012,18976,2102
8032,18979,2102
8012,18976,2102
8027,18976,2102
8002,18979,2102
8017,18976,2102
8017,18976,2102
8032,18979,2102
8017,18979,2102
8027,18976,2102
8002,18979,2102
8012,18976,2102
8002,18979,2102
8017,18976,2102
8012,18979,2102
8022,18976,2102
7987,18979,2102
8022,18979,2102
7997,18976,2102
8007,18976,2102
7992,18979,2102
8017,18976,2102
7987,18979,2102
7997,18979,2102
7997,18976,2102
8002,18976,2102
7987,18979,2102
8017,18979,2102
7997,18979,2102
8007,18976,2102
8002,18979,2102
8022,18979,2102
8002,18979,2102
8017,18979,2102
8002,18979,2102
8022,18979,2102
8002,18976,2102
8012,18979,2102
7997,18979,2102
8007,18979,2102
7997,18979,2102
8017,18979,2102
7982,18976,2102
7992,18979,2102
7967,18979,2102
8002,18976,2102
7987,18976,2102
8007,18979,2102
7997,18976,2102
8007,18979,2102
7992,18979,2102
8007,18976,2102
7992,18979,2102
8002,18976,2102
7987,18979,2102
8022,18976,2102
7987,18976,2102
8002,18976,2102
7997,18976,2102
8012,18976,2102
7982,18976,2102
8002,18979,2102
7987,18976,2102
7992,18979,2102
7977,18979,2102
7992,18976,2102
7982,18976,2102
7987,18976,2102
7962,18973,2102
7972,18979,2102
7962,18979,2102
7992,18976,2102
7977,18976,2102
8012,18976,2102
7987,18976,2102
8007,18973,2102
7987,18979,2102
8007,18976,2102
7972,18979,2102
7987,18979,2102
7972,18979,2102
7982,18976,2102
7972,18979,2102
8002,18979,2102
7967,18979,2102
7987,18976,2102
7962,18979,2102
7977,18979,2102
7962,18979,2102
7967,18976,2102
7967,18976,2102
7992,18979,2102
7977,18976,2102
7972,18976,2102
7941,18979,2102
7967,18979,2102
7951,18979,2102
7967,18976,2102
7951,18976,2102
7962,18979,2102
7936,18979,2102
7956,18976,2102
7956,18979,2102
7977,18976,2102
7956,18976,2102
7972,18979,2102
7951,18979,2102
7977,18979,2102
7946,18979,2102
7972,18979,2102
7951,18979,2102
7967,18976,2102
7951,18976,2102
7977,18976,2102
7956,18979,2102
7967,18979,2102
7951,18979,2102
7967,18979,2102
7946,18979,2102
7962,18976,2102
7936,18976,2102
7946,18979,2102
7931,18976,2102
7967,18979,2102
7951,18979,2102
7962,18979,2102
7936,18976,2102
7941,18976,2102
7921,18976,2102
7951,18976,2102
7951,18979,2102
7956,18976,2102
7931,18976,2102
7946,18976,2102
7931,18979,2102
7941,18979,2102
7926,18976,2102
7941,18976,2102
7931,18979,2102
7936,18976,2102
7926,18976,2102
7946,18979,2102
7921,18979,2102
7946,18973,2102
7941,18976,2102
7956,18976,2102
7921,18976,2102
7931,18979,2102
7916,18976,2102
7946,18979,2102
7936,18976,2102
7956,18976,2102
7931,18976,2102
7946,18976,2102
7916,18976,2102
7921,18979,2102
7911,18976,2102
7941,18976,2102
7926,18979,2102
7951,18976,2102
7936,18976,2102
7941,18976,2102
7921,18976,2102
7936,18979,2102
7921,18979,2102
7941,18976,2102
7916,18976,2102
7941,18976,2102
7926,18976,2102
7931,18976,2102
7911,18976,2102
7931,18979,2102
7926,18976,2102
7936,18976,2102
7921,18976,2102
7931,18973,2102
7911,18979,2102
7936,18976,2102
7916,18979,2102
7931,18976,2102
7921,18976,2102
7931,18976,2102
7906,18976,2102
7926,18976,2102
7906,18976,2102
7941,18976,2102
7936,18976,2102
7941,18976,2102
7916,18979,2102
7921,18979,2102
7911,18976,2102
7921,18976,2102
7916,18979,2102
7926,18979,2102
7911,18979,2102
7931,18976,2102
7906,18979,2102
7926,18979,2102
7911,18979,2102
7936,18979,2102
7901,18979,2102
7911,18976,2102
7896,18979,2102
7921,18976,2102
7896,18976,2102
7916,18979,2102
7906,18976,2102
7926,18976,2102
7896,18979,2102
7911,18976,2102
7896,18976,2102
7916,18976,2102
7911,18976,2102
7916,18976,2102
7896,18979,2102
7916,18979,2102
7906,18976,2102
7926,18976,2102
7901,18979,2102
7911,18976,2102
7881,18979,2102
7901,18979,2102
7886,18976,2102
7896,18976,2102
7896,18976,2102
7911,18976,2102
7886,18979,2102
7901,18979,2102
7886,18976,2102
7906,18976,2102
7896,18979,2102
7911,18976,2102
7866,18979,2102
7891,18976,2102
7906,18976,2102
7911,18976,2102
7891,18976,2102
7896,18976,2102
7876,18976,2102
7896,18976,2102
7886,18976,2102
7906,18979,2102
7886,18976,2102
7896,18979,2102
7871,18976,2102
7891,18979,2102
7866,18979,2102
7901,18979,2102
7901,18979,2102
7916,18979,2102
7881,18976,2102
7911,18979,2102
7886,18979,2102
7906,18976,2102
7891,18979,2102
7906,18976,2102
7886,18976,2102
7896,18976,2102
7891,18976,2102
7906,18976,2102
7876,18976,2102
7886,18979,2102
7886,18976,2102
7896,18976,2102
7871,18979,2102
7891,18976,2102
7871,18976,2102
7891,18979,2102
7876,18976,2102
7886,18976,2102
7866,18979,2102
7876,18979,2102
7850,18979,2102
7881,18976,2102
7881,18976,2102
7901,18976,2102
7886,18976,2102
7891,18976,2102
7876,18979,2102
7876,18979,2102
7860,18976,2102
7881,18976,2102
7881,18979,2102
7896,18979,2102
7860,18976,2102
7876,18979,2102
7860,18976,2102
7866,18976,2102
7876,18979,2102
7896,18976,2102
7881,18979,2102
7881,18976,2102
7871,18979,2102
7881,18976,2102
7860,18979,2102
7896,18979,2102
7871,18979,2102
7891,18979,2102
7855,18976,2102
7855,18976,2102
7845,18976,2102
7871,18979,2102
7860,18979,2102
7886,18979,2102
7855,18979,2102
7871,18976,2102
7860,18979,2102
7886,18979,2102
7871,18979,2102
7886,18979,2102
7871,18979,2102
7876,18976,2102
7845,18979,2102
7866,18976,2102
7830,18979,2102
7855,18976,2102
7850,18979,2102
7866,18976,2102
7850,18976,2102
7860,18976,2102
7850,18976,2102
7871,18979,2102
7850,18979,2102
7860,18976,2102
7850,18976,2102
7871,18976,2102
7845,18976,2102
7855,18976,2102
7845,18976,2102
7860,18976,2102
7850,18979,2102
7860,18976,2102
7845,18976,2102
7860,18976,2102
7840,18976,2102
7840,18976,2102
7825,18976,2102
7855,18979,2102
7840,18979,2102
7845,18976,2102
7830,18979,2102
7840,18976,2102
7835,18976,2102
7866,18976,2102
7840,18976,2102
7860,18979,2102
7840,18976,2102
7860,18976,2102
7830,18976,2102
7835,18979,2102
7830,18976,2102
7860,18976,2102
7835,18973,2102
7850,18979,2102
7815,18976,2102
7840,18976,2102
7820,18979,2102
7835,18976,2102
7830,18979,2102
7850,18979,2102
7815,18976,2102
7840,18976,2102
7825,18979,2102
7845,18976,2102
7830,18979,2102
7850,18973,2102
7825,18976,2102
7835,18976,2102
7815,18976,2102
7830,18976,2102
7820,18976,2102
7850,18976,2102
7830,18979,2102
7840,18976,2102
7820,18979,2102
7830,18979,2102
7825,18976,2102
7850,18979,2102
7830,18979,2102
7845,18976,2102
7830,18979,2102
7845,18976,2102
7810,18979,2102
7820,18979,2102
7815,18976,2102
7835,18973,2102
7830,18976,2102
7815,18976,2102
7795,18979,2102
7810,18979,2102
7790,18979,2102
7825,18979,2102
7815,18976,2102
7830,18976,2102
7810,18979,2102
7830,18976,2102
7805,18979,2102
7825,18976,2102
7810,18976,2102
7830,18973,2102
7810,18979,2102
7825,18976,2102
7800,18979,2102
7815,18976,2102
7795,18979,2102
7825,18979,2102
7810,18979,2102
7820,18976,2102
7800,18979,2102
7820,18976,2102
7810,18979,2102
7815,18976,2102
7795,18979,2102
7820,18979,2102
7779,18979,2102
7815,18979,2102
7795,18979,2102
7800,18979,2102
7785,18979,2102
7805,18979,2102
7800,18979,2102
7805,18976,2102
7795,18979,2102
7815,18979,2102
7779,18979,2102
7795,18979,2102
7769,18979,2102
7795,18979,2102
7810,18976,2102
7825,18976,2102
7795,18976,2102
7810,18979,2102
7785,18979,2102
7805,18979,2102
7805,18979,2102
7810,18979,2102
7779,18976,2102
7795,18979,2102
7774,18979,2102
7800,18979,2102
7785,18979,2102
7810,18979,2102
7779,18979,2102
7805,18976,2102
7774,18979,2102
7795,18979,2102
7774,18979,2102
7815,18979,2102
7790,18976,2102
7805,18979,2102
7779,18979,2102
7785,18979,2102
7764,18979,2102
7774,18976,2102
7769,18976,2102
7795,18976,2102
7779,18979,2102
7795,18976,2102
7779,18976,2102
7795,18976,2102
7764,18976,2102
7779,18973,2102
7774,18976,2102
7785,18976,2102
7769,18979,2102
7805,18979,2102
7769,18979,2102
7785,18976,2102
7774,18979,2102
7800,18979,2102
7779,18979,2102
7785,18976,2102
7759,18976,2102
7779,18976,2102
7774,18979,2102
7785,18976,2102
7764,18979,2102
7774,18976,2102
7754,18973,2102
7774,18976,2102
7759,18979,2102
7764,18976,2102
7754,18976,2102
7779,18976,2102
7774,18976,2102
7774,18979,2102
7754,18979,2102
7774,18976,2102
7769,18973,2102
7785,18979,2102
7754,18979,2102
7769,18976,2102
7754,18976,2102
7764,18979,2102
7749,18976,2102
7779,18976,2102
7764,18976,2102
7785,18979,2102
7769,18979,2102
7774,18976,2102
7754,18976,2102
7774,18976,2102
7764,18979,2102
7779,18979,2102
7764,18979,2102
7769,18979,2102
7749,18976,2102
7764,18976,2102
7759,18976,2102
7774,18979,2102
7749,18979,2102
7769,18976,2102
7744,18976,2102
7769,18976,2102
7739,18976,2102
7744,18979,2102
7744,18979,2102
7764,18976,2102
7759,18979,2102
7779,18979,2102
7749,18976,2102
7754,18976,2102
7729,18976,2102
7764,18976,2102
7749,18976,2102
7769,18979,2102
7754,18979,2102
7764,18976,2102
7724,18979,2102
7744,18976,2102
7749,18976,2102
7759,18976,2102
7713,18976,2102
7749,18976,2102
7739,18976,2102
7744,18979,2102
7749,18976,2102
7769,18976,2102
7744,18979,2102
7754,18976,2102
7729,18979,2102
7754,18979,2102
7724,18979,2102
7744,18979,2102
7719,18979,2102
7734,18976,2102
7724,18976,2102
7754,18976,2102
7724,18976,2102
7734,18979,2102
7734,18976,2102
7734,18979,2102
7724,18976,2102
7749,18976,2102
7713,18979,2102
7754,18979,2102
7739,18976,2102
7759,18979,2102
7744,18976,2102
7749,18979,2102
7719,18979,2102
7744,18976,2102
7734,18976,2102
7734,18979,2102
7713,18976,2102
7724,18973,2102
7698,18979,2102
7729,18973,2102
7724,18976,2102
7724,18979,2102
7719,18979,2102
7744,18979,2102
7729,18979,2102
7734,18976,2102
7698,18973,2102
7729,18979,2102
7724,18976,2102
7739,18979,2102
7724,18979,2102
7734,18976,2102
7703,18979,2102
7713,18979,2102
7708,18979,2102
7729,18976,2102
7708,18979,2102
7734,18979,2102
7693,18976,2102
7719,18976,2102
7703,18979,2102
7713,18979,2102
7688,18979,2102
7713,18976,2102
7698,18979,2102
7719,18979,2102
7703,18976,2102
7713,18979,2102
7688,18979,2102
7698,18979,2102
7683,18976,2102
7708,18976,2102
7713,18979,2102
7724,18979,2102
7693,18979,2102
7698,18979,2102
7693,18979,2102
7713,18979,2102
7703,18979,2102
7719,18979,2102
7673,18979,2102
7693,18976,2102
7678,18976,2102
7708,18979,2102
7698,18979,2102
7703,18976,2102
7678,18979,2102
7703,18979,2102
7683,18979,2102
7708,18979,2102
7693,18976,2102
7713,18976,2102
7688,18979,2102
7698,18979,2102
7678,18976,2102
7693,18976,2102
7678,18976,2102
7688,18979,2102
7673,18979,2102
7703,18979,2102
7678,18979,2102
7693,18976,2102
7678,18979,2102
7703,18979,2102
7688,18979,2102
7708,18979,2102
7678,18979,2102
7688,18979,2102
7673,18976,2102
7693,18976,2102
7668,18976,2102
7688,18976,2102
7688,18979,2102
7708,18979,2102
7683,18979,2102
7678,18979,2102
7668,18976,2102
7693,18979,2102
7688,18976,2102
7703,18976,2102
7673,18979,2102
7683,18976,2102
7668,18979,2102
7683,18979,2102
7668,18979,2102
7683,18976,2102
7673,18976,2102
7698,18979,2102
7678,18979,2102
7678,18976,2102
7663,18976,2102
7673,18976,2102
7668,18976,2102
7698,18976,2102
7678,18976,2102
7678,18979,2102
7658,18979,2102
7668,18979,2102
7663,18976,2102
7678,18976,2102
7683,18979,2102
7683,18976,2102
7663,18979,2102
7683,18979,2102
7663,18979,2102
7683,18979,2102
7663,18976,2102
7668,18976,2102
7652,18976,2102
7663,18979,2102
7652,18979,2102
7678,18979,2102
7652,18979,2102
7673,18976,2102
7663,18976,2102
7673,18976,2102
7658,18976,2102
7658,18976,2102
7637,18979,2102
7663,18979,2102
7652,18979,2102
7647,18979,2102
7637,18979,2102
7658,18979,2102
7632,18979,2102
7647,18979,2102
7632,18979,2102
7658,18979,2102
7622,18976,2102
7637,18976,2102
7632,18979,2102
7652,18979,2102
7642,18976,2102
7658,18979,2102
7642,18979,2102
7673,18979,2102
7642,18979,2102
7658,18979,2102
7647,18979,2102
7663,18979,2102
7642,18976,2102
7658,18979,2102
7627,18979,2102
7637,18976,2102
7627,18976,2102
7642,18979,2102
7627,18979,2102
7658,18979,2102
7632,18979,2102
7647,18979,2102
7627,18976,2102
7637,18979,2102
7632,18976,2102
7647,18979,2102
7632,18979,2102
7647,18979,2102
7622,18979,2102
7637,18976,2102
7617,18976,2102
7632,18976,2102
7617,18979,2102
7632,18976,2102
7622,18979,2102
7632,18979,2102
7617,18979,2102
7642,18979,2102
7622,18976,2102
7637,18979,2102
7622,18979,2102
7637,18976,2102
7617,18976,2102
7637,18979,2102
7622,18976,2102
7617,18979,2102
7617,18979,2102
7652,18979,2102
7637,18979,2102
7642,18976,2102
7622,18979,2102
7632,18976,2102
7602,18979,2102
7622,18979,2102
7607,18976,2102
7632,18976,2102
7622,18979,2102
7627,18976,2102
7602,18979,2102
7627,18979,2102
7607,18979,2102
7637,18979,2102
7632,18979,2102
7632,18976,2102
7607,18976,2102
7622,18973,2102
7602,18979,2102
7622,18976,2102
7602,18979,2102
7617,18979,2102
7591,18976,2102
7607,18976,2102
7591,18976,2102
7612,18976,2102
7607,18976,2102
7617,18979,2102
7591,18979,2102
7612,18976,2102
7596,18976,2102
7612,18979,2102
7591,18976,2102
7607,18976,2102
7591,18976,2102
7612,18976,2102
7596,18979,2102
7612,18979,2102
7596,18976,2102
7622,18979,2102
7617,18976,2102
7637,18979,2102
7596,18979,2102
7596,18979,2102
7571,18976,2102
7596,18976,2102
7596,18979,2102
7622,18976,2102
7612,18976,2102
7627,18979,2102
7586,18976,2102
7591,18979,2102
7566,18979,2102
7586,18979,2102
7591,18976,2102
7607,18979,2102
7586,18979,2102
7602,18979,2102
7566,18979,2102
7591,18976,2102
7581,18979,2102
7596,18979,2102
7586,18979,2102
7607,18979,2102
7581,18979,2102
7596,18979,2102
7566,18976,2102
7591,18976,2102
7581,18976,2102
7591,18979,2102
7571,18976,2102
7596,18979,2102
7576,18979,2102
7586,18979,2102
7586,18976,2102
7612,18979,2102
7586,18979,2102
7602,18976,2102
7586,18976,2102
7571,18976,2102
7551,18979,2102
7581,18976,2102
7566,18973,2102
7581,18979,2102
7561,18979,2102
7576,18976,2102
7551,18979,2102
7561,18979,2102
7561,18976,2102
7591,18979,2102
7551,18979,2102
7581,18979,2102
7545,18979,2102
7566,18979,2102
7556,18979,2102
7591,18976,2102
7581,18979,2102
7581,18979,2102
7551,18979,2102
7556,18979,2102
7540,18976,2102
7571,18976,2102
7545,18976,2102
7576,18976,2102
7556,18976,2102
7581,18976,2102
7566,18976,2102
7551,18979,2102
7535,18979,2102
7581,18976,2102
7566,18979,2102
7576,18976,2102
7551,18976,2102
7571,18976,2102
7545,18979,2102
7561,18976,2102
7530,18979,2102
7556,18976,2102
7556,18979,2102
7556,18976,2102
7535,18979,2102
7551,18979,2102
7540,18979,2102
7561,18976,2102
7540,18976,2102
7556,18976,2102
7535,18976,2102
7561,18976,2102
7535,18979,2102
7540,18976,2102
7525,18976,2102
7535,18976,2102
7530,18976,2102
7556,18976,2102
7530,18976,2102
7561,18976,2102
7525,18973,2102
7545,18976,2102
7520,18976,2102
7540,18979,2102
7520,18976,2102
7545,18979,2102
7540,18976,2102
7556,18976,2102
7535,18976,2102
7551,18979,2102
7520,18979,2102
7540,18976,2102
7525,18976,2102
7545,18976,2102
7535,18976,2102
7535,18979,2102
7525,18979,2102
7545,18976,2102
7520,18976,2102
7530,18979,2102
7520,18976,2102
7556,18979,2102
7530,18979,2102
7556,18976,2102
7535,18976,2102
7545,18976,2102
7520,18979,2102
7525,18979,2102
7520,18979,2102
7535,18979,2102
7510,18976,2102
7530,18979,2102
7510,18976,2102
7520,18976,2102
7494,18979,2102
7530,18979,2102
7530,18979,2102
7525,18976,2102
7510,18976,2102
7530,18976,2102
7505,18979,2102
7525,18976,2102
7520,18979,2102
7525,18973,2102
7505,18979,2102
7520,18979,2102
7510,18976,2102
7525,18979,2102
7515,18979,2102
7535,18976,2102
7515,18976,2102
7540,18976,2102
7505,18976,2102
7520,18979,2102
7505,18979,2102
7520,18979,2102
7505,18979,2102
7525,18979,2102
7510,18976,2102
7515,18979,2102
7494,18979,2102
7505,18979,2102
7500,18979,2102
7525,18979,2102
7505,18976,2102
7500,18979,2102
7489,18976,2102
7510,18976,2102
7500,18976,2102
7515,18979,2102
7505,18976,2102
7525,18979,2102
7500,18976,2102
7515,18976,2102
7489,18976,2102
7505,18976,2102
7494,18979,2102
7510,18973,2102
7489,18976,2102
7505,18976,2102
7494,18979,2102
7505,18976,2102
7494,18976,2102
7520,18973,2102
7494,18976,2102
7505,18976,2102
7479,18979,2102
7500,18976,2102
7500,18973,2102
7515,18976,2102
7505,18979,2102
7510,18976,2102
7494,18976,2102
7505,18976,2102
7479,18979,2102
7484,18976,2102
7474,18976,2102
7505,18976,2102
7484,18976,2102
7494,18976,2102
7489,18979,2102
7494,18979,2102
7479,18979,2102
7494,18979,2102
7479,18979,2102
7500,18979,2102
7479,18979,2102
7500,18976,2102
7464,18979,2102
7474,18976,2102
7464,18976,2102
7494,18976,2102
7489,18979,2102
7505,18979,2102
7474,18979,2102
7484,18976,2102
7459,18979,2102
7489,18979,2102
7459,18976,2102
7479,18976,2102
7454,18979,2102
7484,18976,2102
7459,18976,2102
7474,18976,2102
7469,18979,2102
7484,18976,2102
7479,18976,2102
7479,18976,2102
7438,18979,2102
7464,18976,2102
7459,18979,2102
7479,18976,2102
7454,18979,2102
7469,18979,2102
7459,18976,2102
7484,18979,2102
7464,18976,2102
7479,18979,2102
7469,18976,2102
7479,18976,2102
7443,18979,2102
7459,18976,2102
7443,18976,2102
7459,18979,2102
7438,18979,2102
7454,18976,2102
7438,18979,2102
7459,18979,2102
7448,18979,2102
7469,18976,2102
7433,18979,2102
7448,18976,2102
7443,18976,2102
7469,18979,2102
7459,18979,2102
7459,18979,2102
7438,18979,2102
7469,18979,2102
7454,18976,2102
7448,18976,2102
7438,18979,2102
7474,18976,2102
7454,18976,2102
7464,18976,2102
7433,18979,2102
7459,18976,2102
7438,18979,2102
7454,18979,2102
7443,18976,2102
7448,18979,2102
7433,18979,2102
7454,18976,2102
7438,18976,2102
7464,18976,2102
7443,18979,2102
7454,18976,2102
7418,18979,2102
7438,18976,2102
7433,18976,2102
7459,18973,2102
7448,18976,2102
7443,18979,2102
7433,18976,2102
7448,18979,2102
7423,18976,2102
7433,18976,2102
7433,18976,2102
7454,18976,2102
7428,18976,2102
7438,18973,2102
7423,18976,2102
7443,18979,2102
7423,18976,2102
7448,18976,2102
7438,18976,2102
7454,18976,2102
7418,18976,2102
7438,18979,2102
7423,18979,2102
7428,18976,2102
7448,18976,2103
7459,18976,2103
7438,18976,2102
7459,18979,2103
7428,18979,2103
7438,18979,2102
7428,18979,2102
7464,18976,2102
7428,18979,2102
7443,18979,2102
7407,18979,2102
7407,18979,2102
7387,18976,2102
7418,18979,2102
7418,18979,2102
7428,18976,2102
7407,18976,2102
7433,18979,2102
7413,18979,2102
7407,18979,2102
7397,18976,2102
7438,18976,2102
7433,18979,2102
7428,18976,2102
7413,18979,2102
7428,18976,2102
7397,18979,2102
7407,18979,2102
7402,18979,2102
7428,18979,2102
7413,18976,2102
7418,18976,2102
7387,18979,2102
7397,18976,2102
7387,18979,2102
7418,18976,2102
7402,18979,2102
7413,18976,2102
7392,18979,2102
7418,18976,2102
7387,18976,2102
7418,18976,2102
7407,18979,2102
7402,18976,2102
7366,18976,2102
7392,18976,2102
7382,18979,2102
7407,18979,2102
7402,18979,2102
7418,18979,2102
7377,18976,2102
7387,18976,2102
7377,18979,2102
7392,18976,2102
7366,18976,2102
7392,18979,2102
7382,18979,2102
7392,18979,2102
7377,18976,2102
7392,18979,2102
7372,18976,2102
7387,18979,2102
7372,18976,2102
7387,18976,2102
7372,18979,2102
7387,18976,2102
7377,18979,2102
7382,18976,2102
7377,18979,2102
7392,18979,2102
7372,18976,2102
7392,18979,2102
7351,18979,2102
7372,18976,2102
7366,18979,2102
7387,18976,2102
7397,18979,2102
7402,18976,2102
7377,18976,2102
7392,18976,2102
7377,18979,2102
7387,18976,2102
7361,18976,2102
7377,18976,2102
7351,18976,2102
7382,18979,2102
7372,18979,2102
7372,18976,2102
7341,18979,2102
7366,18979,2102
7356,18979,2102
7372,18979,2102
7361,18979,2102
7377,18976,2102
7361,18976,2102
7377,18976,2102
7361,18979,2102
7377,18976,2102
7361,18979,2102
7366,18979,2102
7356,18976,2102
7366,18976,2102
7356,18976,2102
7397,18979,2102
7372,18979,2102
7372,18976,2102
7346,18976,2102
7361,18976,2102
7346,18979,2102
7366,18979,2102
7366,18976,2102
7372,18976,2102
7356,18976,2102
7366,18976,2102
7336,18979,2102
7361,18979,2102
7341,18976,2102
